,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
172,Dirty Harry,DIRTY SONGS,0.625,0.877,10,-7.176,0,0.162,0.0315,0.0811,0.672,0.865,192.296,audio_features,2bfGNzdiRa1jXZRdfssSzR,spotify:track:2bfGNzdiRa1jXZRdfssSzR,https://api.spotify.com/v1/tracks/2bfGNzdiRa1jXZRdfssSzR,https://api.spotify.com/v1/audio-analysis/2bfGNzdiRa1jXZRdfssSzR,230426,4
173,Palindrome,"""Patrick Cress' Telepathy""",0.815,0.976,1,-3.757,1,0.0854,0.0108,0.594,0.26,0.861,127.946,audio_features,28Lkbe39hgpEzmZYZPkvgz,spotify:track:28Lkbe39hgpEzmZYZPkvgz,https://api.spotify.com/v1/tracks/28Lkbe39hgpEzmZYZPkvgz,https://api.spotify.com/v1/audio-analysis/28Lkbe39hgpEzmZYZPkvgz,121357,4
174,"Satanella, Act III: Act III Scene 2: Concerted piece: A fair Circassian (Bracaccio, Hortensius, Karl, Rupert, Lelia, Satanella)","Michael William Balfe', 'Frank Church', 'Quentin Hayes', 'Anthony Gregory', 'Kang Wang', 'Catherine Carby', 'Victorian Opera Orchestra', 'Richard Bonynge",0.485,0.0607,9,-25.271,1,0.0661,0.923,0,0.0765,0.242,127.601,audio_features,2cifdN0RoI3CF7H5MWEQfi,spotify:track:2cifdN0RoI3CF7H5MWEQfi,https://api.spotify.com/v1/tracks/2cifdN0RoI3CF7H5MWEQfi,https://api.spotify.com/v1/audio-analysis/2cifdN0RoI3CF7H5MWEQfi,139107,3
175,Kickin' Rocks (Titus Jones Remix),MC Crumbsnatcher,0.704,0.81,0,-5.969,1,0.144,0.0499,0,0.222,0.923,89.993,audio_features,3GUeskjdgy9raEb7GgbIwy,spotify:track:3GUeskjdgy9raEb7GgbIwy,https://api.spotify.com/v1/tracks/3GUeskjdgy9raEb7GgbIwy,https://api.spotify.com/v1/audio-analysis/3GUeskjdgy9raEb7GgbIwy,188004,4
176,Shoot Speed Kill Light,Sshh,0.37,0.979,2,-5.066,1,0.0633,0.00109,0.00287,0.326,0.197,142.995,audio_features,3X3XS3OiqZp4AYdUzhizcG,spotify:track:3X3XS3OiqZp4AYdUzhizcG,https://api.spotify.com/v1/tracks/3X3XS3OiqZp4AYdUzhizcG,https://api.spotify.com/v1/audio-analysis/3X3XS3OiqZp4AYdUzhizcG,314584,4
177,Metallurgical King (Live),Skullflower,0.173,0.976,6,-6.376,0,0.1,0.678,0.886,0.212,0.0362,78.801,audio_features,02GgxWHgI2xhb1Fuvnu0UA,spotify:track:02GgxWHgI2xhb1Fuvnu0UA,https://api.spotify.com/v1/tracks/02GgxWHgI2xhb1Fuvnu0UA,https://api.spotify.com/v1/audio-analysis/02GgxWHgI2xhb1Fuvnu0UA,390533,4
178,Esta Noche Es Nochebuena,Raya Real,0.72,0.447,0,-11.217,1,0.249,0.251,0,0.114,0.922,108.605,audio_features,6pC1M6oEqPwZ7qtVoAsMYm,spotify:track:6pC1M6oEqPwZ7qtVoAsMYm,https://api.spotify.com/v1/tracks/6pC1M6oEqPwZ7qtVoAsMYm,https://api.spotify.com/v1/audio-analysis/6pC1M6oEqPwZ7qtVoAsMYm,161040,4
179,Bad Boy,Pop Girls,0.697,0.674,1,-6.326,1,0.0533,0.00215,0,0.138,0.198,81.535,audio_features,43CIWpJaJHRcI4mUSjqgc2,spotify:track:43CIWpJaJHRcI4mUSjqgc2,https://api.spotify.com/v1/tracks/43CIWpJaJHRcI4mUSjqgc2,https://api.spotify.com/v1/audio-analysis/43CIWpJaJHRcI4mUSjqgc2,157355,4
180,Betcha,Megan Rochell,0.43,0.56,3,-9.62,1,0.0268,0.362,0.000107,0.495,0.391,72.238,audio_features,0w6qnStMvC77oV25dTSiYg,spotify:track:0w6qnStMvC77oV25dTSiYg,https://api.spotify.com/v1/tracks/0w6qnStMvC77oV25dTSiYg,https://api.spotify.com/v1/audio-analysis/0w6qnStMvC77oV25dTSiYg,253005,4
181,Deploy,"Daniel Suett', 'Skip Armstrong",0.529,0.796,0,-6.725,1,0.131,0.411,0.048,0.0753,0.607,168.04,audio_features,30juf1rcakingAACaMKPVg,spotify:track:30juf1rcakingAACaMKPVg,https://api.spotify.com/v1/tracks/30juf1rcakingAACaMKPVg,https://api.spotify.com/v1/audio-analysis/30juf1rcakingAACaMKPVg,261581,4
182,Tocohara,16,0.62,0.59,0,-5.511,0,0.0532,0.229,0,0.0693,0.863,180.143,audio_features,2VnNaJFGInEJ0R5GkSQ7IP,spotify:track:2VnNaJFGInEJ0R5GkSQ7IP,https://api.spotify.com/v1/tracks/2VnNaJFGInEJ0R5GkSQ7IP,https://api.spotify.com/v1/audio-analysis/2VnNaJFGInEJ0R5GkSQ7IP,139431,4
183,Barren History,Audiomachine,0.351,0.386,5,-11.767,0,0.0303,0.0562,0.892,0.113,0.0431,140.114,audio_features,7xoPKIDc5XoZHqDqgzDnvL,spotify:track:7xoPKIDc5XoZHqDqgzDnvL,https://api.spotify.com/v1/tracks/7xoPKIDc5XoZHqDqgzDnvL,https://api.spotify.com/v1/audio-analysis/7xoPKIDc5XoZHqDqgzDnvL,178347,3
184,Ruined Election Dinner,Christophe Beck,0.3,0.732,1,-10.349,1,0.046,0.000326,0.816,0.339,0.399,163.883,audio_features,4gguZPBJr265tednhDbyC0,spotify:track:4gguZPBJr265tednhDbyC0,https://api.spotify.com/v1/tracks/4gguZPBJr265tednhDbyC0,https://api.spotify.com/v1/audio-analysis/4gguZPBJr265tednhDbyC0,259520,4
185,When I Met You,Sarah Geronimo,0.551,0.262,10,-16.354,1,0.049,0.626,0,0.108,0.442,72.135,audio_features,1eiCMB102OHMkl1Pl6K8Vt,spotify:track:1eiCMB102OHMkl1Pl6K8Vt,https://api.spotify.com/v1/tracks/1eiCMB102OHMkl1Pl6K8Vt,https://api.spotify.com/v1/audio-analysis/1eiCMB102OHMkl1Pl6K8Vt,258493,4
186,"Walzer, Op.138, ""Schlittschuhlaufer""","Émile Waldteufel', 'Schwanen Salon Orchestra', 'Georg Huber",0.232,0.1,9,-16.063,1,0.0397,0.931,0.159,0.0943,0.155,166.537,audio_features,1aqZNzxcouBh20rEa5u1Ky,spotify:track:1aqZNzxcouBh20rEa5u1Ky,https://api.spotify.com/v1/tracks/1aqZNzxcouBh20rEa5u1Ky,https://api.spotify.com/v1/audio-analysis/1aqZNzxcouBh20rEa5u1Ky,514533,3
187,What It Is,Hayes Carll,0.84,0.304,0,-6.52,1,0.101,0.0732,1.76e-05,0.115,0.656,76.474,audio_features,1AYNmdKudx7JArl2uDy1nv,spotify:track:1AYNmdKudx7JArl2uDy1nv,https://api.spotify.com/v1/tracks/1AYNmdKudx7JArl2uDy1nv,https://api.spotify.com/v1/audio-analysis/1AYNmdKudx7JArl2uDy1nv,143476,4
188,I'll Be A Friend To Jesus,David Parmley & Continental Divide,0.46,0.443,0,-6.462,1,0.0339,0.737,0,0.152,0.87,197.139,audio_features,2mzzNgXaDetSk93Xn0HvMK,spotify:track:2mzzNgXaDetSk93Xn0HvMK,https://api.spotify.com/v1/tracks/2mzzNgXaDetSk93Xn0HvMK,https://api.spotify.com/v1/audio-analysis/2mzzNgXaDetSk93Xn0HvMK,126040,4
189,Blue Rooster,Branson Anderson,0.584,0.278,4,-18.566,1,0.0312,0.55,0.21,0.255,0.75,81.712,audio_features,3Gq3uFAdJltar4ddwboPby,spotify:track:3Gq3uFAdJltar4ddwboPby,https://api.spotify.com/v1/tracks/3Gq3uFAdJltar4ddwboPby,https://api.spotify.com/v1/audio-analysis/3Gq3uFAdJltar4ddwboPby,215027,4
190,The More You Want - Dance Trax Reprise,Groove Box,0.712,0.746,4,-11.304,0,0.0454,0.00947,0.81,0.0576,0.172,125.052,audio_features,2x2xZUFhRhHkqCbKyOafAy,spotify:track:2x2xZUFhRhHkqCbKyOafAy,https://api.spotify.com/v1/tracks/2x2xZUFhRhHkqCbKyOafAy,https://api.spotify.com/v1/audio-analysis/2x2xZUFhRhHkqCbKyOafAy,366650,4
191,You Can't Hide,"DJ Jean Maron', 'M.O.P.",0.742,0.552,10,-8.021,0,0.0883,0.151,0.00236,0.125,0.712,86.541,audio_features,32filOsmivxaFHKLX6Ixth,spotify:track:32filOsmivxaFHKLX6Ixth,https://api.spotify.com/v1/tracks/32filOsmivxaFHKLX6Ixth,https://api.spotify.com/v1/audio-analysis/32filOsmivxaFHKLX6Ixth,268526,4
192,Life Without a Car,Pale Man Made,0.59,0.546,7,-10.213,1,0.0436,0.301,0,0.0936,0.855,114.04,audio_features,3v8d3ku3kiTZVPxEt7a2dE,spotify:track:3v8d3ku3kiTZVPxEt7a2dE,https://api.spotify.com/v1/tracks/3v8d3ku3kiTZVPxEt7a2dE,https://api.spotify.com/v1/audio-analysis/3v8d3ku3kiTZVPxEt7a2dE,168640,4
193,Requiem in F Major: Dies Irae: Inter oves,"Antonio Lotti', 'Thomas Hengelbrock",0.266,0.213,6,-16.878,0,0.0414,0.962,0.491,0.11,0.0491,99.944,audio_features,5XfBGrOu23XbXU1SWSTWYw,spotify:track:5XfBGrOu23XbXU1SWSTWYw,https://api.spotify.com/v1/tracks/5XfBGrOu23XbXU1SWSTWYw,https://api.spotify.com/v1/audio-analysis/5XfBGrOu23XbXU1SWSTWYw,76280,4
194,"Der Schleier der Pierrette (The Veil of Pierrette), Op. 18 (version for orchestra): Merry Funeral March","Ernst von Dohnányi', 'BBC Philharmonic', 'Matthias Bamert",0.235,0.0155,7,-32.315,1,0.0349,0.904,0.825,0.0856,0.109,135.776,audio_features,0goXTzwaxsM4UqXLK4j29p,spotify:track:0goXTzwaxsM4UqXLK4j29p,https://api.spotify.com/v1/tracks/0goXTzwaxsM4UqXLK4j29p,https://api.spotify.com/v1/audio-analysis/0goXTzwaxsM4UqXLK4j29p,169200,4
195,Farewell,The Missing Parts,0.89,0.664,4,-6.625,0,0.106,0.00487,0,0.257,0.467,93.007,audio_features,74gykWHknHDrg4eMdcmdRq,spotify:track:74gykWHknHDrg4eMdcmdRq,https://api.spotify.com/v1/tracks/74gykWHknHDrg4eMdcmdRq,https://api.spotify.com/v1/audio-analysis/74gykWHknHDrg4eMdcmdRq,247733,4
196,"The Times They Are A-Changin' - Live at Royal Festival Hall, London, UK - May 1964",Bob Dylan,0.577,0.271,7,-15.535,1,0.0353,0.382,0,0.975,0.529,96.392,audio_features,3WLuAuriiY82ESRvpmA8Ms,spotify:track:3WLuAuriiY82ESRvpmA8Ms,https://api.spotify.com/v1/tracks/3WLuAuriiY82ESRvpmA8Ms,https://api.spotify.com/v1/audio-analysis/3WLuAuriiY82ESRvpmA8Ms,212493,1
197,call of the wild,Bellevue Cadillac,0.555,0.636,4,-11.547,0,0.0497,0.0688,0,0.106,0.402,98.391,audio_features,1HLeD47MMLulxjdfDTmZA5,spotify:track:1HLeD47MMLulxjdfDTmZA5,https://api.spotify.com/v1/tracks/1HLeD47MMLulxjdfDTmZA5,https://api.spotify.com/v1/audio-analysis/1HLeD47MMLulxjdfDTmZA5,195200,4
198,Risk and Reward,Yasuharu Takanashi,0.234,0.522,7,-17.61,1,0.0664,0.0374,0.867,0.0952,0.106,83.963,audio_features,7B9qpT56cbN6n9lrQgneQO,spotify:track:7B9qpT56cbN6n9lrQgneQO,https://api.spotify.com/v1/tracks/7B9qpT56cbN6n9lrQgneQO,https://api.spotify.com/v1/audio-analysis/7B9qpT56cbN6n9lrQgneQO,50000,4
199,Ring of Fire,Hushabye Baby,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,audio_features,6YffUZJ2R06kyxyK6onezL,spotify:track:6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/tracks/6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL,158427,4
200,Don't Stop Me Now,Countermeasure,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,audio_features,7hQJA50XrCWABAu5v6QZ4i,spotify:track:7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/tracks/7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/audio-analysis/7hQJA50XrCWABAu5v6QZ4i,209413,4
201,Guiding Star,Elixir,0.524,0.672,7,-10.996,1,0.0435,0.713,0.776,0.0983,0.159,180.014,audio_features,0e0N5ok6OTjkcj2RblAAQ7,spotify:track:0e0N5ok6OTjkcj2RblAAQ7,https://api.spotify.com/v1/tracks/0e0N5ok6OTjkcj2RblAAQ7,https://api.spotify.com/v1/audio-analysis/0e0N5ok6OTjkcj2RblAAQ7,218087,1
202,Canopy of Stars,Ann Sweeten,0.481,0.327,6,-8.468,1,0.0367,0.845,1.22e-06,0.0862,0.205,74.25,audio_features,4ggf5GOKRt0BuvErp8P87t,spotify:track:4ggf5GOKRt0BuvErp8P87t,https://api.spotify.com/v1/tracks/4ggf5GOKRt0BuvErp8P87t,https://api.spotify.com/v1/audio-analysis/4ggf5GOKRt0BuvErp8P87t,220760,4
203,Christmas Joy,Ellis Marsalis,0.508,0.814,0,-2.014,1,0.0431,0.00447,1.39e-06,0.359,0.528,119.916,audio_features,6kigTMUuYG2TXhCFNZxeDb,spotify:track:6kigTMUuYG2TXhCFNZxeDb,https://api.spotify.com/v1/tracks/6kigTMUuYG2TXhCFNZxeDb,https://api.spotify.com/v1/audio-analysis/6kigTMUuYG2TXhCFNZxeDb,125400,4
204,"11 Chorale Preludes, Op. 122: O Welt, ich muss dich lassen","Johannes Brahms', 'Robert Parkins",0.11,0.00115,5,-38.022,1,0.0437,0.94,0.986,0.114,0.147,93.945,audio_features,5rpAJUbXSu0yBCkLlyGNPB,spotify:track:5rpAJUbXSu0yBCkLlyGNPB,https://api.spotify.com/v1/tracks/5rpAJUbXSu0yBCkLlyGNPB,https://api.spotify.com/v1/audio-analysis/5rpAJUbXSu0yBCkLlyGNPB,152000,3
205,Make Believe,Elvis Presley,0.465,0.841,0,-4.35,1,0.0724,0.123,0,0.138,0.672,83.965,audio_features,1goNZsIE8w3NQOzlP40veh,spotify:track:1goNZsIE8w3NQOzlP40veh,https://api.spotify.com/v1/tracks/1goNZsIE8w3NQOzlP40veh,https://api.spotify.com/v1/audio-analysis/1goNZsIE8w3NQOzlP40veh,142026,4
206,Crazy,Duke Robillard & Sunny Crownover,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,audio_features,23TwR29GSeJBfXnXhmDlwR,spotify:track:23TwR29GSeJBfXnXhmDlwR,https://api.spotify.com/v1/tracks/23TwR29GSeJBfXnXhmDlwR,https://api.spotify.com/v1/audio-analysis/23TwR29GSeJBfXnXhmDlwR,191399,4
207,Red Haired Boy,Tom Breiding,0.467,0.513,2,-15.876,1,0.0363,0.656,0.798,0.128,0.901,119.311,audio_features,7LddQw8owHYfruuAiGHNFJ,spotify:track:7LddQw8owHYfruuAiGHNFJ,https://api.spotify.com/v1/tracks/7LddQw8owHYfruuAiGHNFJ,https://api.spotify.com/v1/audio-analysis/7LddQw8owHYfruuAiGHNFJ,203960,4
208,Keep Prayin',The Outlaws,0.394,0.456,0,-7.809,1,0.0337,0.592,0,0.057,0.264,79.962,audio_features,1Cb3Y3sgpFx3nVC2fUKhA5,spotify:track:1Cb3Y3sgpFx3nVC2fUKhA5,https://api.spotify.com/v1/tracks/1Cb3Y3sgpFx3nVC2fUKhA5,https://api.spotify.com/v1/audio-analysis/1Cb3Y3sgpFx3nVC2fUKhA5,457327,4
209,Wait Right Here,The Moth & The Flame,0.285,0.428,2,-8.346,1,0.0298,0.818,0.146,0.0872,0.502,151.916,audio_features,2lUhqZv4MsOmgfs2nNQ291,spotify:track:2lUhqZv4MsOmgfs2nNQ291,https://api.spotify.com/v1/tracks/2lUhqZv4MsOmgfs2nNQ291,https://api.spotify.com/v1/audio-analysis/2lUhqZv4MsOmgfs2nNQ291,228827,3
210,Caribbean Magic,Dennis Bourke,0.79,0.396,5,-16.195,1,0.111,0.154,0.716,0.0999,0.961,132.037,audio_features,7FgMJrHsg2qcbgpQAcpOJW,spotify:track:7FgMJrHsg2qcbgpQAcpOJW,https://api.spotify.com/v1/tracks/7FgMJrHsg2qcbgpQAcpOJW,https://api.spotify.com/v1/audio-analysis/7FgMJrHsg2qcbgpQAcpOJW,133252,4
211,The Master's Garden,The Greer Family Band,0.42,0.614,7,-6.848,1,0.0681,0.516,2.33e-05,0.122,0.456,173.288,audio_features,1xyBJ52pRxD5rLfbN9xtgg,spotify:track:1xyBJ52pRxD5rLfbN9xtgg,https://api.spotify.com/v1/tracks/1xyBJ52pRxD5rLfbN9xtgg,https://api.spotify.com/v1/audio-analysis/1xyBJ52pRxD5rLfbN9xtgg,947253,4
212,Alferes,João Bosco,0.652,0.514,2,-10.014,0,0.0398,0.516,0.899,0.0952,0.318,168.566,audio_features,2RWDO3rHNWggWQ45BzoZZk,spotify:track:2RWDO3rHNWggWQ45BzoZZk,https://api.spotify.com/v1/tracks/2RWDO3rHNWggWQ45BzoZZk,https://api.spotify.com/v1/audio-analysis/2RWDO3rHNWggWQ45BzoZZk,113933,4
213,Destructor,Korupture,0.473,0.898,6,-3.537,0,0.0363,7.34e-06,0.56,0.311,0.405,104.031,audio_features,1H8U9f2oVZpb4tmR7yO3ZQ,spotify:track:1H8U9f2oVZpb4tmR7yO3ZQ,https://api.spotify.com/v1/tracks/1H8U9f2oVZpb4tmR7yO3ZQ,https://api.spotify.com/v1/audio-analysis/1H8U9f2oVZpb4tmR7yO3ZQ,347941,4
214,Decomposed - Remastered,Mentallo & The Fixer,0.629,0.684,10,-9.055,0,0.0365,0.00113,0.0204,0.06,0.577,120.278,audio_features,6eWwKBfaw1slP9nHYIa3If,spotify:track:6eWwKBfaw1slP9nHYIa3If,https://api.spotify.com/v1/tracks/6eWwKBfaw1slP9nHYIa3If,https://api.spotify.com/v1/audio-analysis/6eWwKBfaw1slP9nHYIa3If,390680,4
215,Old Quaker Blues,Jimmy Yancey,0.611,0.225,8,-19.787,1,0.0459,0.994,0.872,0.156,0.766,83.389,audio_features,2IKBpxgj2wk7dxB5iScRqq,spotify:track:2IKBpxgj2wk7dxB5iScRqq,https://api.spotify.com/v1/tracks/2IKBpxgj2wk7dxB5iScRqq,https://api.spotify.com/v1/audio-analysis/2IKBpxgj2wk7dxB5iScRqq,158537,4
216,"String Quartet No. 11 in F Major, Op. 89: IV. Allegro leggiero","Mieczysław Weinberg', 'Quatuor Danel",0.256,0.00383,5,-38.568,1,0.0448,0.956,0.00465,0.0623,0.0379,140.683,audio_features,6abPrBHWBVrxYy9aKinBhP,spotify:track:6abPrBHWBVrxYy9aKinBhP,https://api.spotify.com/v1/tracks/6abPrBHWBVrxYy9aKinBhP,https://api.spotify.com/v1/audio-analysis/6abPrBHWBVrxYy9aKinBhP,369067,3
217,The Witch of Atlas: H. Più tranquillamente - Tempo I - Molto lento,"Granville Bantock', 'BBC National Orchestra Of Wales', 'Rumon Gamba",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
218,Stockholm Syndrome,The Ivins,0.678,0.933,2,-4.959,1,0.14,0.0734,0,0.0863,0.336,120.572,audio_features,6AzCBeiDuUXGXjznBufswB,spotify:track:6AzCBeiDuUXGXjznBufswB,https://api.spotify.com/v1/tracks/6AzCBeiDuUXGXjznBufswB,https://api.spotify.com/v1/audio-analysis/6AzCBeiDuUXGXjznBufswB,214720,4
219,Do What We Gotta Do,Mnmsta,0.865,0.665,7,-6.289,1,0.073,0.0453,0,0.224,0.331,111.113,audio_features,1ofhfV90EnYhEr7Un2fWiv,spotify:track:1ofhfV90EnYhEr7Un2fWiv,https://api.spotify.com/v1/tracks/1ofhfV90EnYhEr7Un2fWiv,https://api.spotify.com/v1/audio-analysis/1ofhfV90EnYhEr7Un2fWiv,268827,4
220,"Misty Mountains (From ""The Hobbit"")",Camille and Kennerly,0.184,0.173,9,-15.146,0,0.0407,0.942,0.924,0.111,0.0409,77.444,audio_features,3ffDiKdMttMGcnqVK0wUdk,spotify:track:3ffDiKdMttMGcnqVK0wUdk,https://api.spotify.com/v1/tracks/3ffDiKdMttMGcnqVK0wUdk,https://api.spotify.com/v1/audio-analysis/3ffDiKdMttMGcnqVK0wUdk,151480,5
221,Vom Sprengen Des Gartens,Das Kapital,0.36,0.0172,10,-29.889,1,0.188,0.69,3.49e-05,0.591,0.0261,135.947,audio_features,52I8f7nXFq0nnEaC4vDihX,spotify:track:52I8f7nXFq0nnEaC4vDihX,https://api.spotify.com/v1/tracks/52I8f7nXFq0nnEaC4vDihX,https://api.spotify.com/v1/audio-analysis/52I8f7nXFq0nnEaC4vDihX,293347,3
222,I Know I'm Not Wrong - 2015 Remaster,Fleetwood Mac,0.583,0.758,0,-9.181,1,0.0279,0.0187,0.023,0.0603,0.854,79.35,audio_features,2aJU5uNgTyV279Tm1eXUhm,spotify:track:2aJU5uNgTyV279Tm1eXUhm,https://api.spotify.com/v1/tracks/2aJU5uNgTyV279Tm1eXUhm,https://api.spotify.com/v1/audio-analysis/2aJU5uNgTyV279Tm1eXUhm,181853,4
223,Der Schwere Abend (Psy'Aviah Mix),Schwarzblut,0.622,0.831,0,-6.316,0,0.0319,0.138,0.364,0.161,0.524,120.03,audio_features,7ziOdVWBwp9eSx1PMnR9Wr,spotify:track:7ziOdVWBwp9eSx1PMnR9Wr,https://api.spotify.com/v1/tracks/7ziOdVWBwp9eSx1PMnR9Wr,https://api.spotify.com/v1/audio-analysis/7ziOdVWBwp9eSx1PMnR9Wr,245720,4
224,"Electra, Act II: Electra: ""That I Would Counsel You...""","Mikis Theodorakis', 'St. Petersburg State Academic Capella Orchestra",0.31,0.231,7,-14.494,1,0.0433,0.953,0.000183,0.142,0.0986,96.362,audio_features,5xOydJTZdpjs9SadhuFGjN,spotify:track:5xOydJTZdpjs9SadhuFGjN,https://api.spotify.com/v1/tracks/5xOydJTZdpjs9SadhuFGjN,https://api.spotify.com/v1/audio-analysis/5xOydJTZdpjs9SadhuFGjN,201947,4
225,Invincible,Muse,0.548,0.732,11,-5.652,0,0.336,0.125,0,0.269,0.612,142.791,audio_features,792HwhrdO3ErRKL5yRe4Ge,spotify:track:792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/tracks/792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/audio-analysis/792HwhrdO3ErRKL5yRe4Ge,127547,4
226,Watching The Signs,Amanda Rheaume,0.41,0.321,9,-11.771,1,0.0292,0.771,3.34e-06,0.103,0.301,86.553,audio_features,3m167vBQI5YLK0a1m6L6Y1,spotify:track:3m167vBQI5YLK0a1m6L6Y1,https://api.spotify.com/v1/tracks/3m167vBQI5YLK0a1m6L6Y1,https://api.spotify.com/v1/audio-analysis/3m167vBQI5YLK0a1m6L6Y1,185160,4
227,Rappin Cat,Yusef Lateef aka Barocka,0.628,0.465,5,-9.178,1,0.456,0.0126,0,0.137,0.665,120.457,audio_features,3GT1HNapbeUaymIO1SEHHQ,spotify:track:3GT1HNapbeUaymIO1SEHHQ,https://api.spotify.com/v1/tracks/3GT1HNapbeUaymIO1SEHHQ,https://api.spotify.com/v1/audio-analysis/3GT1HNapbeUaymIO1SEHHQ,265172,5
228,Reflections,Kevin M. Thomas,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,audio_features,2xql0pid3EUwW38AsywxhV,spotify:track:2xql0pid3EUwW38AsywxhV,https://api.spotify.com/v1/tracks/2xql0pid3EUwW38AsywxhV,https://api.spotify.com/v1/audio-analysis/2xql0pid3EUwW38AsywxhV,244013,4
229,Interlude,"Big Pokey, E.S.G.",0.469,0.309,7,-13.694,1,0.091,0.965,0,0.115,0.235,112.412,audio_features,2GBjsCkCpR5w8Zri9aE49H,spotify:track:2GBjsCkCpR5w8Zri9aE49H,https://api.spotify.com/v1/tracks/2GBjsCkCpR5w8Zri9aE49H,https://api.spotify.com/v1/audio-analysis/2GBjsCkCpR5w8Zri9aE49H,52600,4
230,El Toro Requeson,Trio Xoxocapa,0.636,0.881,8,-4.331,1,0.139,0.49,0,0.1,0.842,146.445,audio_features,3JBvJYWA23gl28AxyHO1mD,spotify:track:3JBvJYWA23gl28AxyHO1mD,https://api.spotify.com/v1/tracks/3JBvJYWA23gl28AxyHO1mD,https://api.spotify.com/v1/audio-analysis/3JBvJYWA23gl28AxyHO1mD,211426,4
231,"The Well-Tempered Clavier Book I in B Major, BWV 868: The Well-Tempered Clavier Book I: Fugue No. 23 in B Major, BWV 868","Johann Sebastian Bach', 'John Butt",0.435,0.109,11,-24.506,1,0.0426,0.993,0.876,0.12,0.418,130.315,audio_features,7s9dSTaCCQvRwMBIpm5fPT,spotify:track:7s9dSTaCCQvRwMBIpm5fPT,https://api.spotify.com/v1/tracks/7s9dSTaCCQvRwMBIpm5fPT,https://api.spotify.com/v1/audio-analysis/7s9dSTaCCQvRwMBIpm5fPT,135950,4
232,Evil Dermis,Frontierer,0.272,0.997,6,-2.469,0,0.174,2.11e-05,0.977,0.344,0.0652,121.207,audio_features,6IpzERqlpkEHABP86cEI8P,spotify:track:6IpzERqlpkEHABP86cEI8P,https://api.spotify.com/v1/tracks/6IpzERqlpkEHABP86cEI8P,https://api.spotify.com/v1/audio-analysis/6IpzERqlpkEHABP86cEI8P,204660,3
233,Cold Lamping,Readymade,0.796,0.654,0,-13.737,1,0.258,0.036,0,0.215,0.738,107.715,audio_features,31yXXBDfnikSm5wg8vtHpn,spotify:track:31yXXBDfnikSm5wg8vtHpn,https://api.spotify.com/v1/tracks/31yXXBDfnikSm5wg8vtHpn,https://api.spotify.com/v1/audio-analysis/31yXXBDfnikSm5wg8vtHpn,257533,4
234,Elevator,Young Rival,0.772,0.586,10,-10.434,0,0.301,0.0234,0.000722,0.0562,0.643,85.068,audio_features,2oLwDI8tZUOh6SmTMRRfKs,spotify:track:2oLwDI8tZUOh6SmTMRRfKs,https://api.spotify.com/v1/tracks/2oLwDI8tZUOh6SmTMRRfKs,https://api.spotify.com/v1/audio-analysis/2oLwDI8tZUOh6SmTMRRfKs,265200,4
235,Heart Attack,Darren Hayes,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,audio_features,1V6gIisPpYqgFeWbMLI0bA,spotify:track:1V6gIisPpYqgFeWbMLI0bA,https://api.spotify.com/v1/tracks/1V6gIisPpYqgFeWbMLI0bA,https://api.spotify.com/v1/audio-analysis/1V6gIisPpYqgFeWbMLI0bA,210840,4
236,Realize,Marvillous Beats,0.693,0.594,1,-6.408,1,0.0325,0.13,0,0.115,0.192,123.932,audio_features,5OGkKx8jP0A5KSULEc6XYZ,spotify:track:5OGkKx8jP0A5KSULEc6XYZ,https://api.spotify.com/v1/tracks/5OGkKx8jP0A5KSULEc6XYZ,https://api.spotify.com/v1/audio-analysis/5OGkKx8jP0A5KSULEc6XYZ,244107,4
237,That's What I Think,Cyndi Lauper,0.767,0.92,0,-6.026,1,0.041,0.201,4e-05,0.71,0.8,103.035,audio_features,64GIAsWwjXpAeuDdKFkkPl,spotify:track:64GIAsWwjXpAeuDdKFkkPl,https://api.spotify.com/v1/tracks/64GIAsWwjXpAeuDdKFkkPl,https://api.spotify.com/v1/audio-analysis/64GIAsWwjXpAeuDdKFkkPl,257107,4
